So tin chi,Ty le thuc hanh,Ky thuat,Phan tich,Thiet ke,Ky nang nhom,Diem chuyen can,Diem tong ket,Chuyen nganh
3,42,C,B,A,D,7,7.5,HTTT
3,85,B,B,C,C,9,8.0,CNPM
1,53,B,A,B,B,6,10.0,HTTT
3,56,B,C,C,A,9,7.5,CNPM
3,60,A,C,D,C,6,7.0,HTTT
2,48,A,D,C,D,9,4.0,CNPM
4,59,A,A,C,A,9,7.0,CNPM
4,45,A,C,C,D,10,6.5,CNPM
2,10,A,C,C,B,10,4.0,HTTT
2,43,C,D,C,D,9,7.5,CNPM
4,100,A,B,D,B,10,10.0,CNPM
2,56,A,A,C,D,10,7.5,CNPM
4,45,B,C,B,C,10,10.0,CNPM
3,51,C,D,C,D,10,10.0,CNPM
2,49,D,D,C,C,8,10.0,CNPM
2,54,B,A,B,B,10,4.0,CNPM
4,99,A,A,B,B,8,9.0,CNPM
3,43,B,C,D,B,10,9.5,CNPM
3,45,B,C,B,A,10,4.5,CNPM
1,46,A,C,C,D,5,6.0,CNPM
3,76,B,A,B,C,9,5.5,CNPM
2,38,B,A,B,D,10,6.0,HTTT
3,60,A,C,B,B,10,8.0,CNPM
3,42,D,D,D,A,10,7.5,CNPM
1,35,B,D,C,A,10,7.0,HTTT
3,40,A,D,D,A,10,7.0,CNPM
4,45,C,C,C,B,6,4.5,HTTT
4,95,B,C,B,D,10,9.5,CNPM
3,53,A,C,B,B,10,9.0,CNPM
4,46,B,A,C,D,8,8.0,CNPM
4,3,B,C,A,C,10,4.5,HTTT
4,46,D,D,D,D,10,6.0,CNPM
3,53,A,B,D,A,5,4.5,CNPM
2,52,A,C,C,A,7,8.0,HTTT
2,60,A,C,C,C,10,7.5,CNPM
2,57,A,C,B,A,7,8.0,HTTT
4,55,B,B,C,B,9,8.5,CNPM
1,18,A,D,B,D,10,9.5,HTTT
2,55,B,D,D,D,5,5.0,CNPM
2,16,A,D,C,B,10,6.0,HTTT
2,24,C,C,C,C,7,8.0,HTTT
3,39,C,D,C,D,6,7.0,HTTT
2,28,A,A,C,D,6,4.0,CNPM
4,60,A,C,D,A,10,5.5,CNPM
3,67,B,C,A,B,10,8.0,CNPM
3,56,B,D,D,A,9,10.0,CNPM
4,53,A,A,C,C,10,6.0,CNPM
3,46,A,D,D,A,9,7.5,CNPM
4,34,B,D,D,A,8,6.0,HTTT
3,91,B,D,A,A,8,6.0,CNPM
3,84,A,B,D,D,10,8.0,CNPM
3,54,B,B,D,C,6,8.5,HTTT
2,60,A,A,B,A,10,8.0,CNPM
3,42,C,B,A,A,5,6.0,HTTT
4,59,D,C,C,A,8,10.0,CNPM
1,42,A,B,C,D,6,8.5,HTTT
2,24,B,A,B,D,10,8.5,HTTT
3,81,A,D,B,A,9,7.5,CNPM
4,92,A,C,D,D,10,9.0,CNPM
2,46,C,D,D,B,10,9.0,CNPM
2,55,C,C,C,A,10,5.0,CNPM
4,57,B,C,A,B,5,6.0,CNPM
3,56,B,B,C,A,5,10.0,HTTT
3,92,A,B,C,D,10,7.0,CNPM
3,53,B,A,D,C,9,7.5,CNPM
4,52,B,C,D,B,10,7.0,CNPM
2,91,A,A,C,D,6,6.5,CNPM
4,67,C,D,D,D,9,5.5,CNPM
4,49,B,C,D,A,9,6.0,CNPM
4,46,B,D,D,C,10,6.0,CNPM
2,47,B,A,D,D,7,7.5,HTTT
2,40,A,D,C,A,10,7.5,CNPM
4,49,B,B,C,B,10,10.0,CNPM
4,15,A,C,D,B,10,10.0,HTTT
3,49,B,B,D,B,7,9.5,HTTT
2,47,A,C,C,B,9,5.5,CNPM
3,33,A,B,D,A,8,7.0,HTTT
2,43,B,C,C,D,10,9.5,CNPM
2,49,A,C,A,B,5,6.5,CNPM
3,24,A,C,D,C,8,4.5,HTTT
2,22,A,C,C,B,5,6.5,CNPM
3,50,A,A,D,A,8,7.5,CNPM
4,43,A,A,C,D,8,7.5,CNPM
4,74,C,A,C,D,5,7.0,CNPM
2,45,B,C,D,D,10,4.5,CNPM
2,51,A,B,C,D,10,6.5,CNPM
2,12,D,C,D,C,8,9.5,HTTT
2,44,B,A,C,C,5,6.5,CNPM
4,28,A,A,C,B,10,9.0,HTTT
2,52,B,D,B,D,10,9.0,CNPM
4,52,B,C,D,D,8,7.5,CNPM
2,28,B,B,D,C,9,7.5,HTTT
2,44,A,D,B,A,10,9.0,CNPM
3,87,B,D,D,B,5,7.5,CNPM
2,22,B,B,B,D,10,4.0,HTTT
4,41,B,C,C,C,8,9.5,CNPM
3,85,B,C,D,C,5,7.0,CNPM
2,70,B,D,D,A,10,9.5,CNPM
2,47,D,C,C,B,5,8.0,HTTT
4,42,A,A,B,B,7,8.5,HTTT
4,60,D,D,B,C,10,7.5,CNPM
4,92,B,A,C,B,10,7.5,CNPM
3,40,B,C,C,D,9,6.0,CNPM
2,88,B,D,C,B,7,7.5,CNPM
2,51,D,C,D,A,10,6.5,CNPM
3,54,A,C,C,A,8,10.0,CNPM
4,37,B,C,A,A,7,9.5,HTTT
3,40,C,D,D,B,9,9.5,CNPM
2,90,C,C,D,B,10,4.0,CNPM
2,44,B,B,C,B,10,7.5,CNPM
4,96,A,B,C,C,10,6.0,CNPM
3,50,A,C,D,C,6,6.0,CNPM
4,28,A,D,D,C,6,10.0,HTTT
4,57,A,D,D,A,6,4.5,CNPM
2,5,A,D,D,B,9,7.5,HTTT
3,49,B,D,C,A,6,9.0,HTTT
4,5,A,A,D,A,10,8.0,HTTT
2,60,B,B,D,C,10,5.5,CNPM
3,87,A,D,A,C,10,10.0,CNPM
2,53,A,B,B,D,10,5.5,CNPM
1,38,B,B,D,D,8,7.0,HTTT
4,53,A,C,C,D,10,9.0,CNPM
4,23,B,C,D,D,5,4.0,CNPM
3,51,A,A,D,D,9,10.0,CNPM
3,41,A,D,A,C,10,8.0,CNPM
2,50,B,D,C,B,10,9.5,CNPM
4,21,D,B,C,D,9,9.5,HTTT
3,60,A,C,B,B,10,7.0,CNPM
2,43,B,D,B,C,5,7.0,HTTT
4,32,A,C,B,C,10,8.5,HTTT
3,27,B,D,A,A,10,10.0,HTTT
2,56,A,D,B,A,10,10.0,CNPM
3,48,B,D,D,C,9,6.5,CNPM
4,45,B,C,B,A,9,8.0,CNPM
2,27,A,B,D,A,10,4.5,HTTT
2,52,B,B,D,C,10,7.0,CNPM
2,14,D,B,A,D,8,6.0,HTTT
2,40,C,D,C,D,9,5.5,CNPM
3,53,B,D,B,B,10,9.0,CNPM
4,42,A,A,D,D,10,9.0,CNPM
2,55,C,C,D,A,10,7.5,CNPM
2,50,B,C,C,B,5,9.5,HTTT
3,81,D,A,B,C,10,10.0,CNPM
4,45,B,D,B,A,10,9.0,CNPM
1,44,A,A,D,A,7,4.0,CNPM
2,77,B,B,D,B,10,8.0,CNPM
4,54,B,C,B,C,10,8.5,CNPM
3,55,A,C,B,D,8,8.0,CNPM
3,40,A,A,C,C,9,5.5,CNPM
2,64,B,D,D,B,10,6.5,CNPM
4,32,A,B,B,B,6,6.0,CNPM
3,54,B,A,B,A,7,6.0,CNPM
2,90,B,A,C,A,10,6.0,CNPM
2,10,B,A,C,B,7,5.5,CNPM
2,41,C,C,C,A,10,4.5,CNPM
2,48,A,C,B,C,10,8.5,CNPM
4,57,D,D,C,A,7,9.5,HTTT
2,42,A,C,A,B,7,5.5,CNPM
3,54,A,B,A,A,9,9.0,CNPM
4,71,A,C,D,C,7,9.0,CNPM
2,56,A,B,C,A,10,6.5,CNPM
4,72,D,D,B,A,6,9.0,CNPM
3,40,B,B,D,D,9,9.5,CNPM
4,29,B,A,C,C,8,5.5,HTTT
4,45,A,C,B,B,7,9.5,HTTT
3,25,B,B,B,B,7,6.0,CNPM
4,57,A,C,A,D,10,9.5,CNPM
3,46,B,C,C,B,10,7.0,CNPM
3,43,D,A,B,C,10,7.5,CNPM
2,47,D,A,D,A,10,4.0,CNPM
2,53,A,A,D,B,8,7.0,CNPM
4,51,D,B,D,A,10,5.5,CNPM
1,53,A,A,C,D,8,8.0,CNPM
4,55,B,D,C,D,10,7.0,CNPM
4,55,A,D,B,A,8,7.5,CNPM
2,54,A,C,C,C,6,6.0,CNPM
3,77,A,A,C,A,8,9.5,CNPM
3,58,A,D,C,D,7,10.0,HTTT
3,42,D,D,C,D,10,8.5,CNPM
4,59,B,D,D,B,9,9.5,CNPM
3,90,A,C,D,A,9,9.0,CNPM
3,82,B,A,B,B,8,4.5,CNPM
3,76,C,A,D,D,10,8.0,CNPM
2,43,B,C,B,D,10,9.5,CNPM
4,66,B,C,C,D,6,7.5,CNPM
2,97,B,B,B,B,10,7.5,CNPM
2,36,D,C,B,A,9,7.0,HTTT
4,58,D,B,C,A,10,8.5,CNPM
4,22,A,B,C,B,10,8.0,HTTT
4,53,B,D,C,A,7,6.0,CNPM
3,45,D,A,B,D,9,4.5,CNPM
2,44,A,C,D,C,5,4.0,CNPM
3,43,A,D,C,C,10,9.5,CNPM
3,54,B,C,B,A,8,5.5,CNPM
4,7,A,B,D,D,8,7.0,HTTT
1,45,B,B,C,A,10,5.0,CNPM
4,47,B,B,C,A,9,5.5,CNPM
3,83,A,B,D,C,10,8.5,CNPM
3,14,B,D,C,C,8,7.5,HTTT
3,83,A,B,D,A,10,8.5,CNPM
3,14,C,B,D,D,10,9.0,HTTT
1,46,A,A,D,C,9,8.5,CNPM
3,55,B,A,C,D,10,7.0,CNPM
4,59,B,C,D,A,10,7.5,CNPM
2,72,A,C,C,D,10,6.5,CNPM
2,94,C,B,B,B,9,4.0,CNPM
4,14,A,B,C,B,10,5.0,HTTT
2,58,C,C,C,B,5,5.5,HTTT
3,49,C,D,C,A,5,4.0,HTTT
2,23,A,D,B,A,8,5.0,HTTT
3,59,A,D,C,C,5,5.0,CNPM
2,68,B,A,C,A,10,9.0,CNPM
2,42,B,A,C,D,10,7.0,CNPM
2,34,B,D,D,B,10,9.0,HTTT
2,49,B,D,C,A,10,10.0,CNPM
3,54,A,A,D,B,9,5.5,CNPM
1,50,B,D,B,B,10,7.0,CNPM
3,58,B,C,D,A,8,9.0,CNPM
2,18,B,B,C,D,10,7.0,HTTT
4,9,B,D,D,C,8,4.0,HTTT
3,51,A,A,D,B,10,9.5,CNPM
4,51,C,C,D,B,9,8.5,CNPM
2,41,A,D,D,C,8,5.0,CNPM
3,49,A,B,C,A,10,8.5,CNPM
2,43,B,B,C,D,6,7.5,HTTT
2,56,B,D,B,B,7,7.0,HTTT
3,50,C,A,D,B,9,6.5,CNPM
3,3,B,A,D,C,9,9.5,HTTT
4,41,A,D,A,D,10,5.0,CNPM
3,43,C,A,B,D,10,9.5,CNPM
3,53,B,A,B,D,5,8.5,HTTT
4,82,B,C,D,D,10,9.5,CNPM
3,16,B,B,C,B,10,8.0,HTTT
2,43,A,C,D,C,9,9.5,CNPM
3,29,B,B,D,B,9,10.0,HTTT
4,44,D,A,A,D,10,7.5,CNPM
2,43,B,A,D,B,10,8.0,CNPM
3,60,A,D,D,B,9,9.5,CNPM
2,56,B,B,C,C,5,9.0,HTTT
2,91,A,C,B,A,6,7.5,CNPM
2,69,D,A,C,D,8,7.0,CNPM
2,54,B,B,D,A,5,7.0,HTTT
4,19,C,D,A,B,6,10.0,HTTT
3,39,A,B,D,C,9,7.5,HTTT
2,11,A,D,C,D,7,6.5,CNPM
3,45,B,C,D,D,10,6.5,CNPM
1,54,A,A,C,B,10,10.0,CNPM
2,85,B,A,C,A,9,8.0,CNPM
3,43,B,A,C,B,8,9.0,CNPM
3,1,B,A,C,C,10,7.0,HTTT
4,43,B,D,C,C,8,7.0,CNPM
2,78,A,A,D,D,10,7.5,CNPM
2,24,A,C,D,A,10,9.5,HTTT
2,54,A,D,D,D,10,5.0,CNPM
2,19,A,C,B,C,5,8.5,HTTT
3,13,B,D,C,D,10,6.5,HTTT
2,59,A,A,C,A,7,5.0,CNPM
3,52,B,D,C,A,9,10.0,CNPM
2,40,B,A,B,C,7,8.5,HTTT
2,43,A,C,D,D,10,9.5,CNPM
4,51,B,D,D,D,10,9.0,CNPM
3,46,C,A,D,C,8,8.0,CNPM
3,48,B,D,C,A,10,4.5,CNPM
2,44,A,A,B,C,10,9.0,CNPM
4,52,A,A,C,B,10,9.5,CNPM
4,58,A,C,C,A,8,9.5,CNPM
2,50,A,B,D,D,5,6.5,CNPM
2,77,B,C,C,D,9,8.0,CNPM
2,54,D,D,B,A,10,6.0,CNPM
4,1,D,B,C,B,9,6.5,HTTT
2,59,B,C,C,C,10,9.5,CNPM
4,40,B,B,D,A,9,5.5,CNPM
4,72,A,B,C,C,8,8.0,CNPM
4,41,A,D,B,D,8,4.5,CNPM
2,44,B,C,C,D,5,5.5,CNPM
3,67,B,D,C,A,10,8.0,CNPM
4,4,A,A,B,C,10,9.5,HTTT
3,55,B,A,D,A,7,8.0,HTTT
1,51,A,C,C,C,9,5.5,CNPM
4,58,B,A,C,A,9,8.0,CNPM
4,58,A,A,D,B,7,7.0,HTTT
3,91,B,C,B,B,8,9.0,CNPM
4,98,A,C,D,C,10,7.5,CNPM
1,57,B,C,D,D,5,8.5,HTTT
2,42,B,C,C,C,6,9.0,HTTT
4,59,D,A,D,C,10,7.5,CNPM
2,80,D,B,C,D,8,9.5,CNPM
1,45,B,D,D,C,10,5.5,CNPM
3,46,A,A,B,B,10,6.5,CNPM
3,54,A,B,C,C,9,4.0,CNPM
4,56,B,B,C,C,10,10.0,CNPM
3,43,B,C,C,A,5,9.0,HTTT
3,51,B,D,C,D,8,9.5,CNPM
4,56,A,B,C,D,10,7.0,CNPM
3,43,D,D,D,D,8,8.0,CNPM
2,17,A,C,C,D,8,9.5,HTTT
3,52,A,D,A,B,10,9.0,CNPM
3,92,B,D,A,C,10,4.5,CNPM
3,23,B,C,C,A,10,9.0,HTTT
3,59,C,D,C,B,10,9.0,CNPM
4,46,A,B,A,D,10,8.0,CNPM
3,51,B,B,B,D,10,6.0,CNPM
4,58,A,C,C,D,7,8.5,HTTT
2,10,A,C,C,C,10,5.5,HTTT
2,17,B,A,D,B,7,7.5,HTTT
4,52,C,A,C,D,5,9.5,HTTT
2,89,B,A,C,A,10,9.5,CNPM
4,32,A,D,C,B,10,9.0,HTTT
3,52,B,B,B,C,5,9.5,HTTT
2,90,B,C,D,B,5,9.5,CNPM
4,10,B,C,A,B,10,10.0,HTTT
3,40,D,D,B,D,9,6.0,CNPM
2,89,B,C,C,D,9,7.5,CNPM
3,12,B,C,D,A,9,5.0,HTTT
4,72,B,A,B,D,5,7.0,CNPM
4,79,B,A,C,C,5,9.0,CNPM
2,71,B,D,D,C,10,6.0,CNPM
2,99,C,B,D,B,7,9.0,CNPM
3,57,A,D,D,D,10,9.5,CNPM
2,13,A,C,C,D,6,7.5,HTTT
4,45,B,C,D,D,8,9.5,CNPM
4,64,D,A,B,B,7,6.0,HTTT
2,54,C,B,C,C,10,8.0,CNPM
2,51,B,B,C,B,10,10.0,CNPM
2,55,B,C,C,B,7,8.5,HTTT
2,48,B,A,B,C,5,9.0,HTTT
4,41,C,B,D,C,6,9.0,HTTT
3,23,B,D,C,D,7,7.5,HTTT
2,35,A,C,D,B,6,7.5,HTTT
2,67,B,A,C,A,10,9.5,CNPM
2,100,B,C,D,B,8,5.0,CNPM
4,41,C,B,C,D,9,9.0,CNPM
4,42,B,A,D,D,9,8.5,CNPM
3,57,B,B,C,A,8,7.5,CNPM
1,27,A,A,C,B,10,5.0,HTTT
3,49,C,B,C,A,10,9.5,CNPM
4,79,B,B,D,A,6,5.5,CNPM
2,47,B,C,C,D,5,9.5,HTTT
2,82,D,D,D,D,9,10.0,CNPM
3,52,D,D,C,A,10,5.5,CNPM
2,48,A,A,B,D,5,9.0,HTTT
4,47,D,D,D,A,9,5.5,CNPM
3,37,D,C,B,D,9,4.0,HTTT
3,74,B,D,C,D,10,9.0,CNPM
3,41,A,D,C,C,6,4.0,CNPM
2,59,B,A,B,D,10,8.5,CNPM
3,29,B,C,D,A,10,4.0,HTTT
4,45,A,D,B,D,7,4.5,CNPM
2,65,A,C,D,B,10,8.0,CNPM
3,58,A,B,C,A,9,7.5,CNPM
2,30,A,A,C,D,10,8.0,HTTT
2,87,A,C,C,D,10,9.0,CNPM
4,45,A,D,B,B,10,7.5,CNPM
4,42,A,A,C,D,10,6.5,CNPM
4,43,B,A,C,D,7,4.5,CNPM
3,4,A,B,B,A,10,8.0,HTTT
3,52,C,B,D,B,10,7.0,CNPM
4,8,A,A,D,A,10,8.0,HTTT
2,32,A,C,D,D,6,5.0,CNPM
3,72,A,B,D,B,6,9.0,CNPM
4,65,A,C,C,C,10,8.0,CNPM
2,8,D,D,C,C,7,9.0,HTTT
3,41,A,C,C,A,9,7.0,CNPM
2,45,A,B,C,D,9,9.5,CNPM
3,76,A,D,C,A,7,9.5,CNPM
4,1,A,C,D,A,9,5.0,HTTT
3,52,C,B,C,C,10,6.5,CNPM
3,59,A,C,C,B,5,9.0,HTTT
2,48,B,D,C,C,10,7.5,CNPM
3,51,A,C,C,D,10,4.5,CNPM
4,46,A,A,C,C,6,4.0,CNPM
3,4,B,C,C,B,8,8.0,HTTT
3,54,B,B,B,A,9,8.0,CNPM
4,45,B,C,D,D,10,9.5,CNPM
4,100,B,C,C,C,10,4.5,CNPM
3,99,A,B,C,C,10,6.5,CNPM
4,52,A,B,D,A,10,5.0,CNPM
3,60,B,D,C,B,9,9.0,CNPM
2,56,B,A,D,B,10,7.0,CNPM
2,60,A,C,D,A,10,9.5,CNPM
1,48,B,A,C,D,6,5.0,CNPM
3,40,B,B,B,C,5,4.5,CNPM
2,83,A,D,A,B,8,5.5,CNPM
2,49,A,B,D,B,8,5.0,CNPM
3,42,B,B,B,B,7,5.5,CNPM
2,2,D,C,C,A,9,7.0,HTTT
4,55,A,C,D,D,9,6.5,CNPM
4,77,A,C,D,C,8,5.5,CNPM
2,39,B,A,C,D,8,7.5,HTTT
2,4,B,C,D,C,10,8.5,HTTT
4,19,B,C,C,C,9,5.5,HTTT
2,92,A,C,D,C,7,4.5,CNPM
4,44,B,B,D,B,10,8.0,CNPM
2,47,A,D,D,D,10,10.0,CNPM
1,59,B,D,D,C,8,8.5,CNPM
3,25,B,D,C,B,10,7.0,HTTT
3,53,B,A,D,B,7,7.0,HTTT
3,2,A,A,B,A,10,6.5,HTTT
3,83,D,B,D,D,7,6.0,HTTT
4,53,B,D,D,C,10,9.0,CNPM
3,85,D,B,A,A,8,7.0,CNPM
4,48,A,C,C,D,10,8.5,CNPM
3,51,B,A,C,D,7,8.0,HTTT
2,49,A,A,D,A,9,7.0,CNPM
2,72,A,A,A,B,8,9.0,CNPM
2,88,A,B,C,D,10,5.0,CNPM
4,51,A,B,C,D,10,5.0,CNPM
1,19,A,A,C,C,10,8.0,HTTT
3,42,A,A,C,B,10,9.5,CNPM
3,52,B,B,C,D,10,7.0,CNPM
3,21,A,C,D,D,10,9.5,HTTT
2,47,B,B,D,D,6,7.5,HTTT
2,15,A,D,D,A,6,9.0,HTTT
2,97,B,C,B,C,10,6.0,CNPM
4,60,D,C,D,B,10,4.5,CNPM
3,40,A,A,D,B,5,9.5,HTTT
2,96,A,A,D,A,10,10.0,CNPM
1,45,B,A,D,C,10,6.5,CNPM
4,100,A,D,C,D,7,8.5,CNPM
1,15,B,D,C,C,5,8.5,HTTT
2,14,A,B,A,D,6,8.0,HTTT
2,37,A,A,C,B,7,6.5,CNPM
3,51,C,A,C,C,5,6.0,HTTT
4,13,C,B,D,B,7,9.5,HTTT
2,93,A,D,B,D,10,7.5,CNPM
4,87,A,B,C,C,10,10.0,CNPM
1,52,A,D,C,D,6,10.0,HTTT
3,42,B,D,C,B,8,6.0,CNPM
3,86,B,A,A,A,10,10.0,CNPM
2,45,B,B,D,B,9,9.5,CNPM
3,48,A,D,C,B,5,8.0,HTTT
2,31,B,C,D,A,8,9.5,HTTT
2,48,A,B,D,D,9,6.0,CNPM
3,43,B,A,C,A,10,9.0,CNPM
3,51,B,B,C,C,6,8.0,HTTT
2,59,B,B,C,A,10,6.0,CNPM
4,59,B,C,B,A,10,7.5,CNPM
3,62,B,C,D,B,6,7.5,CNPM
4,47,D,A,A,D,10,5.0,CNPM
2,6,A,C,B,B,6,4.5,CNPM
4,1,C,B,A,C,10,7.0,HTTT
2,3,A,C,C,C,8,7.0,HTTT
3,49,B,C,D,D,6,6.0,CNPM
3,51,A,D,D,C,10,5.0,CNPM
2,52,D,B,D,C,10,9.5,CNPM
2,95,D,C,B,A,10,6.5,CNPM
4,47,A,C,C,D,7,10.0,HTTT
2,14,A,D,D,B,9,9.0,HTTT
2,55,B,C,C,B,9,4.5,CNPM
4,86,D,D,B,A,10,9.5,CNPM
3,60,B,C,D,A,10,9.5,CNPM
3,47,D,C,D,C,7,9.0,HTTT
3,54,D,C,D,D,10,7.5,CNPM
2,82,B,D,C,C,7,9.0,CNPM
2,56,A,A,D,B,9,6.5,CNPM
4,6,B,A,C,A,6,9.0,HTTT
3,88,A,D,D,C,10,5.0,CNPM
3,82,A,C,B,C,8,9.5,CNPM
3,100,B,D,D,C,10,10.0,CNPM
2,96,B,D,C,B,8,9.0,CNPM
2,69,A,C,D,B,10,7.5,CNPM
2,54,D,D,C,D,10,9.0,CNPM
2,15,B,C,C,C,10,8.5,HTTT
4,58,B,A,D,D,8,7.5,CNPM
2,38,B,C,D,A,10,7.5,HTTT
3,40,C,A,B,A,8,6.5,CNPM
4,54,A,C,C,B,8,5.5,CNPM
2,91,B,C,B,B,5,7.5,CNPM
2,43,B,C,D,B,10,7.5,CNPM
3,41,C,C,A,D,10,8.0,CNPM
2,37,A,D,C,B,10,10.0,HTTT
4,98,B,C,D,C,10,8.0,CNPM
4,42,C,A,C,D,10,7.5,CNPM
3,50,A,D,B,C,9,8.5,CNPM
4,58,A,B,D,B,6,6.5,CNPM
3,37,A,C,B,B,6,8.5,HTTT
4,50,D,C,C,C,8,8.5,CNPM
3,48,B,A,D,D,10,6.0,CNPM
4,54,D,D,D,B,7,9.0,HTTT
3,48,B,A,C,C,10,7.5,CNPM
3,56,B,D,D,D,10,10.0,CNPM
1,49,A,B,D,C,9,8.0,CNPM
2,54,A,C,D,C,9,8.0,CNPM
3,51,B,B,D,A,8,7.0,CNPM
3,100,C,B,B,C,5,9.0,CNPM
4,40,B,B,C,B,10,8.5,CNPM
2,37,C,C,A,D,10,7.0,HTTT
4,66,D,C,D,A,9,5.0,CNPM
3,22,A,A,D,D,8,4.5,HTTT
4,48,B,D,C,B,9,9.0,CNPM
2,37,A,C,D,A,10,8.0,HTTT
3,44,A,D,C,D,9,6.0,CNPM
3,55,D,C,C,B,10,5.0,CNPM
1,44,A,C,C,C,10,10.0,CNPM
3,48,C,D,C,B,10,9.5,CNPM
4,45,A,D,C,A,10,6.5,CNPM
4,45,A,B,C,C,8,8.5,CNPM
4,55,A,D,D,B,10,9.5,CNPM
3,57,B,A,D,A,8,7.5,CNPM
2,11,B,B,C,D,10,7.5,HTTT
2,100,D,A,A,D,10,7.5,CNPM
1,59,A,B,D,B,6,5.5,CNPM
1,46,B,A,A,D,8,8.0,CNPM
3,49,B,B,C,C,6,10.0,HTTT
1,84,B,D,C,D,7,9.5,CNPM
4,58,A,C,D,A,5,4.5,CNPM
2,81,A,B,C,A,8,9.5,CNPM
3,68,A,B,D,A,9,8.5,CNPM
2,91,A,D,D,D,8,6.0,CNPM
2,61,D,C,D,D,6,5.0,HTTT
2,54,A,D,C,C,10,5.5,CNPM
2,60,C,D,B,C,8,5.5,CNPM
1,92,A,D,C,A,9,6.0,CNPM
3,47,B,C,D,A,7,9.5,HTTT
4,34,B,A,D,C,7,10.0,HTTT
2,52,B,D,C,B,9,9.0,CNPM
1,62,B,D,D,A,7,9.5,CNPM
3,77,B,A,D,C,10,7.5,CNPM
3,50,A,A,C,C,10,10.0,CNPM
4,48,A,D,C,B,10,7.0,CNPM
4,41,C,C,B,C,7,4.5,HTTT
4,75,A,B,C,A,10,8.5,CNPM
2,59,C,D,C,B,10,9.0,CNPM
4,56,B,D,B,D,6,7.0,HTTT
2,93,C,C,D,D,8,7.5,CNPM
3,57,B,C,C,A,10,9.0,CNPM
2,59,C,B,B,A,6,7.5,HTTT
3,76,A,C,D,D,10,5.0,CNPM
2,48,C,D,C,D,9,9.5,CNPM
3,48,A,A,B,D,10,9.0,CNPM
3,47,A,B,C,A,10,4.0,CNPM
2,15,B,B,C,D,10,10.0,HTTT
2,42,D,C,A,C,10,4.5,CNPM
4,84,D,D,D,A,10,10.0,CNPM
3,51,D,D,C,B,10,9.5,CNPM
4,69,B,B,C,C,7,7.5,CNPM
3,35,A,B,C,A,6,6.0,CNPM
2,47,B,A,C,A,10,7.5,CNPM
3,100,B,B,C,C,7,8.5,CNPM
3,56,D,A,D,B,10,4.0,CNPM
3,67,B,D,C,D,10,4.0,CNPM
4,58,B,B,C,A,6,8.5,HTTT
2,51,A,B,D,D,9,8.0,CNPM
1,44,C,B,B,A,8,9.5,CNPM
2,44,A,D,D,D,7,7.0,HTTT
3,55,B,D,D,A,10,7.0,CNPM
3,47,B,A,C,C,8,9.0,CNPM
3,17,D,C,C,A,5,4.0,HTTT
3,59,A,D,D,C,10,9.5,CNPM
2,31,B,C,D,B,10,7.0,HTTT
2,43,A,D,A,D,7,4.5,CNPM
1,61,B,D,C,B,10,7.5,CNPM
2,51,C,D,D,D,9,7.0,CNPM
2,55,B,D,C,A,6,8.0,HTTT
3,57,B,B,C,B,9,9.0,CNPM
3,50,A,A,C,A,10,7.0,CNPM
4,50,B,D,C,A,6,8.5,HTTT
2,55,A,B,C,A,10,5.0,CNPM
2,46,A,A,C,D,6,9.0,HTTT
2,93,A,A,B,A,9,8.0,CNPM
2,50,B,A,C,D,10,8.5,CNPM
3,74,A,A,C,C,5,4.5,CNPM
3,11,A,D,D,C,7,4.0,CNPM
4,60,B,D,D,C,8,10.0,CNPM
4,60,A,B,B,D,9,8.5,CNPM
3,56,A,B,D,A,10,8.0,CNPM
2,59,B,B,D,D,8,8.0,CNPM
1,50,A,B,C,C,9,8.5,CNPM
2,56,A,B,B,D,9,7.0,CNPM
2,13,A,A,B,C,6,8.0,HTTT
3,23,A,A,A,C,5,4.0,CNPM
2,30,D,A,D,C,6,5.5,HTTT
2,35,A,D,B,A,10,8.0,HTTT
2,12,A,D,B,A,7,7.0,HTTT
2,76,B,C,C,C,10,5.0,CNPM
2,55,A,B,C,A,10,8.0,CNPM
4,43,B,D,D,B,6,9.5,HTTT
2,42,A,B,C,C,10,9.5,CNPM
3,48,B,B,D,B,10,7.0,CNPM
3,81,D,A,C,C,9,8.5,CNPM
2,42,A,A,D,B,9,9.5,CNPM
4,49,C,C,D,A,10,9.5,CNPM
3,51,B,A,D,A,7,9.5,HTTT
2,52,D,D,B,D,10,10.0,CNPM
2,59,A,B,A,B,8,4.0,CNPM
1,78,C,D,C,A,10,8.0,CNPM
3,43,B,C,B,C,10,8.0,CNPM
4,74,B,B,D,B,10,7.5,CNPM
3,84,A,B,D,C,9,8.0,CNPM
4,78,D,D,C,D,10,9.5,CNPM
4,53,A,B,C,C,9,9.0,CNPM
3,46,D,D,C,B,9,9.0,CNPM
2,44,B,C,C,A,8,4.5,CNPM
4,19,C,D,C,D,10,10.0,HTTT
3,81,B,C,C,B,6,6.0,CNPM
3,88,A,B,D,D,9,9.5,CNPM
2,44,A,B,B,C,5,10.0,HTTT
4,43,A,C,B,B,10,6.5,CNPM
2,86,A,A,C,C,5,8.0,CNPM
3,25,B,B,C,D,8,10.0,HTTT
2,55,C,B,C,C,10,7.5,CNPM
2,19,A,C,D,C,10,9.5,HTTT
3,57,A,C,C,C,10,9.0,CNPM
4,50,C,B,D,B,10,4.0,CNPM
3,71,A,D,C,B,10,6.5,CNPM
